,Title,MPAA Rating,Keywords,Source,Production method,Creative type,Countries,Total original B.O
2510,Proof of Life,['R'],"['Kidnap', 'Action Thriller', 'Rescue', 'Special Ops', 'Hostage', 'Ransom', 'Infidelity', 'Relationships Gone Wrong', 'Set in South America']",['Based on Factual Book/Article'],['Live Action'],['Contemporary Fiction'],['United States'],62761005.0
2511,The Watcher,['R'],"['Serial Killer', 'Crime Thriller', 'FBI', 'Retirement', 'Out of Retirement', 'Kidnap', 'Rescue']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],47267829.0
2512,Love & Basketball,['PG-13'],"['Basketball', 'African Americans', 'Romantic Drama', 'Romance', 'Relationships Gone Wrong', '1980s', '1990s', 'Single Parent', 'Adult Child of Divorce', 'Medical and Hospitals', 'Scene in End Credits']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['Canada'],27709625.0
2513,High Fidelity,['R'],"['Breaking the Fourth Wall', 'Non-Chronological', 'Relationships Gone Wrong', 'Voiceover/Narration', ""Rock 'n' Roll"", 'Gratuitous Cameos', 'Fantasy Sequence', 'Delayed Adulthood', 'Romance', 'Musicians', 'Music Industry', 'Screenplay Written By the Star', 'Comedy Drama']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],47881663.0
2514,Reindeer Games,['R'],"['Film Noir', 'Action Thriller', 'Crime', 'Life on the Outside', 'False Identity', 'Heist', 'Gangs', 'Faked Death', 'Surprise Twist', 'No Honor Among Thieves', 'Erotic Thriller']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['Canada', 'United States']",23360779.0
2515,Boys and Girls,['PG-13'],['Romance'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],21799652.0
2516,Dracula 2000,['R'],"['Vampire', 'Gothic Horror']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['Canada', 'United States']",33000377.0
2517,Battlefield Earth: A Saga of the Year 3000,['PG-13'],"['Alien Invasion', 'Prologue', 'Intertitle', 'Rebellion', 'Famously Bad', 'Action Adventure']",['Based on Fiction Book/Short Story'],['Live Action'],['Science Fiction'],['United States'],29725663.0
2518,Wonder Boys,['R'],"['College', 'Coming of Age', ""Writer's Block"", 'Writing and Writers', 'Comedy Drama']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],33422485.0
2519,The Ninth Gate,['R'],"['Film Noir', 'The Devil', 'Psychological Thriller', 'Supernatural', 'Unnamed Character', 'Occult', 'Cults']",['Original Screenplay'],['Live Action'],['Fantasy'],"['France', 'Spain', 'United States']",58394308.0
2520,Red Planet,['PG-13'],"['Set on Mars', 'Action Thriller', 'Space Program', 'Robot', 'Environment']",['Original Screenplay'],['Live Action'],['Science Fiction'],['United States'],33463969.0
2521,Center Stage,['PG-13'],"['Dancing', 'Sports Drama']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],21361109.0
2522,Billy Elliot,['R'],"['LGBTQ+', 'Dancing', 'Performing Arts', 'Coming-of-Age Drama', 'Coming of Age']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United Kingdom'],109252972.0
2523,Boiler Room,['R'],"['Crime Drama', 'White Collar Crime', '1990s', 'Dysfunctional Family', 'FBI']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],28773637.0
2524,Lost Souls,['R'],"['Religious', 'Supernatural Horror', 'Supernatural', 'Satan', 'Atheism', 'Catholic']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],31320293.0
2525,Thomas and the Magic Railroad,['G'],['Family Movie'],['Based on Fiction Book/Short Story'],['Animation/Live Action'],['Kids Fiction'],['United States'],15911332.0
2526,Loser,['R'],"['College', 'Romance']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],18250106.0
2527,Bait,['R'],"['Action Comedy', 'Prison', 'No Honor Among Thieves', 'Kidnap']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],15471969.0
2528,American Psycho,['R'],"['Serial Killer', 'Film Noir', '1980s', 'Set in New York City', 'Black Comedy']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],34270285.0
2529,The Next Best Thing,['PG-13'],"['Comedy Drama', 'LGBTQ+', 'Romance', 'Child Custody Battle', 'Single Parent']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],24355762.0
2530,Michael Jordan to the MAX,['Not Rated'],['Basketball'],['Based on Real Life Events'],['Live Action'],['Factual'],['United States'],19276267.0
2531,Supernova,['PG-13'],"['Psychological Thriller', 'Search and Rescue', 'Space Program', 'Relationships Gone Wrong', 'Domestic Abuse']",['Original Screenplay'],['Live Action'],['Science Fiction'],['United States'],14816494.0
2532,The Ladies Man,['R'],['Saturday Night Live'],['Based on TV'],['Live Action'],['Contemporary Fiction'],['United States'],13719474.0
2533,The Little Vampire,['PG'],['Vampire'],['Based on Fiction Book/Short Story'],['Live Action'],['Kids Fiction'],['Germany'],13560782.0
2534,"Crouching Tiger, Hidden Dragon",['PG-13'],"['Wire Fu', 'Secret Identity', 'Martial Arts', 'Underwater', 'Non-Chronological', '1600s', 'Romance', 'Doomed Romance', '2001 Oscars Best Picture Nominee']",['Based on Fiction Book/Short Story'],['Live Action'],['Fantasy'],"['China', 'Hong Kong', 'Taiwan, Province of China', 'United States']",213966221.0
2535,The Crew,['PG-13'],"['Crime Comedy', 'Crime', 'Autumn Years', 'Out of Retirement', 'Retirement', 'Retirement Home', 'One Last Job', 'Kidnap', 'Strippers / Stripping', 'Dysfunctional Family']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],13019253.0
2536,Highlander: Endgame,['R'],"['Action Adventure', 'Prologue', '1500s', 'Immortality', 'Young Child Dealing with the Death of a Parent', 'Revenge', 'Death of a Mentor', 'Development Hell']",['Original Screenplay'],['Live Action'],['Fantasy'],['United States'],12801190.0
2537,Ready to Rumble,['PG-13'],"['Wrestling', 'Buddy Comedy']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],12372410.0
2538,Saving Grace,['R'],"['Crime Comedy', 'Suicide', 'Death of a Spouse or Fiancée / Fiancé', 'Narcotics', 'Drug Dealer', 'Money Troubles', 'Screenplay Written By the Star']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United Kingdom'],27786849.0
2539,The Legend of Drunken Master,['R'],"['Martial Arts', 'Training Montage', 'Action Comedy', 'Set in China', 'Addiction', 'Delayed Sequel', 'Dysfunctional Family']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['Hong Kong'],11546543.0
2540,Godzilla 2000,['PG'],"['Action Adventure', 'Kaiju', 'Alien Encounters']",['Remake'],['Animation/Live Action'],['Science Fiction'],['Japan'],10037390.0
2541,3 Strikes,['R'],"['Crime Comedy', 'Life on the Outside', 'Going Legit', 'Framed']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],9821335.0
2542,All the Pretty Horses,['PG-13'],['Coming of Age'],['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],18120267.0
2543,Screwed,['PG-13'],"['Farcical / Slapstick Comedy', 'Boss From Hell', 'Animal Lead', 'Kidnap', 'Staged Kidnapping', 'Revenge', 'Father’s Footsteps']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],6982680.0
2544,I Dreamed of Africa,['PG-13'],"['Biographical Drama', 'Biography', 'Autobiographical', 'Set in Africa', '1970s', 'Relationships Gone Wrong', 'Car Accident']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],14291999.0
2545,Croupier,['Not Rated'],"['Film Noir', 'Crime Drama', 'Gambling', 'Romance', 'Relationships Gone Wrong', 'Fired', 'Money Troubles', 'Organized Crime', 'Loan Shark', 'Heist', 'Writing and Writers', 'Death of a Girlfriend / Boyfriend', 'Hit and Run', 'Voiceover/Narration']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['France', 'Germany', 'Ireland', 'United Kingdom']",7071143.0
2546,Where the Money Is,['PG-13'],"['Crime Comedy', 'Nursing Home', 'Wheelchair Hoax', 'Bank Robbery', 'Autumn Years', 'One Last Job', 'Faked Death']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],5658940.0
2547,Finding Forrester,['PG-13'],"['Writing and Writers', 'Coming-of-Age Drama', 'Coming of Age']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],80013623.0
2548,Black and White,['R'],"['Crime Drama', 'Hip Hop and Rap', 'Music Industry', 'Organized Crime', 'Basketball', 'High School Sports', 'Throwing a Fight / Match', 'Undercover', 'Police Detective']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],5241315.0
2549,The In Crowd,['PG-13'],"['Psychological Thriller', 'Famously Bad', 'Mental Hospital', 'Mental Illness', 'Dysfunctional Family', 'Sibling Rivalry', 'Death of a Sibling', 'Familial Murder', 'Framed']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],5217498.0
2550,The Virgin Suicides,['R'],['Coming of Age'],['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],"['Canada', 'United States']",10619770.0
2551,Held Up,['PG-13'],"['Hostage', 'Crime Comedy', 'Romance', 'Relationships Gone Wrong', 'Confidence Men', 'Vigilante']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['Canada', 'United States']",4714090.0
2552,Chocolat,['PG-13'],"['Food', 'Religious', 'Imaginary Character', 'Life in a Small Town', 'Voiceover/Narration', 'Romance', 'Romantic Drama', '2001 Oscars Best Picture Nominee']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],"['United Kingdom', 'United States']",152500343.0
2553,East is East,['R'],"['Comedy Drama', '1970s', 'Arranged Marriage', 'Bigamy or Polygamy', 'Dysfunctional Family', 'Immigration', 'Interracial Romance', 'Domestic Abuse', 'Novel or Other Work Adapted by Author']",['Based on Play'],['Live Action'],['Historical Fiction'],['United Kingdom'],30438635.0
2554,Whipped,['R'],"['Romance', 'Romantic Comedy', 'Relationships Gone Wrong', 'Love Triangle', 'Famously Bad']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],4142507.0
2555,You Can Count on Me,['R'],"['Family Drama', 'Dysfunctional Family', 'Single Parent', 'Money Troubles', 'Life on the Outside', 'Suicide', 'Infidelity', 'Young Child Dealing with the Death of a Parent', 'Car Accident']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],10827356.0
2556,Quills,['R'],"['Biography', 'Writing and Writers', 'Erotic Drama']",['Based on Play'],['Live Action'],['Historical Fiction'],['United States'],11732088.0
2557,Isn't She Great,['R'],"['Comedy Drama', 'Biography', 'Non-Drama Biographies', 'Writing and Writers', '1960s']",['Based on Factual Book/Article'],['Live Action'],['Contemporary Fiction'],['United States'],2954405.0
2558,Requiem for a Dream,['Open'],"['Addiction', 'Pharmaceuticals', 'Hallucinations', 'Amputee', 'Strippers / Stripping', 'Mental Illness', 'Life Drama', 'Prescription Drug Abuse']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],7389233.0
2559,But I'm a Cheerleader,['R'],"['LGBTQ+', 'Romance']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],2509344.0
2560,Bamboozled,['R'],"['TV Industry', 'African Americans', 'Animated Sequences']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],2373937.0
2561,"O Brother, Where Art Thou?",['PG-13'],"['Fugitive / On the Run', 'Extreme Weather', 'Crime Comedy', 'Corrupt Cops', 'Ku Klux Klan', 'Political', 'Political Campaign', 'Great Depression', '1930s', 'Set in Mississippi', 'Romance', 'Relationships Gone Wrong']",['Based on Folk Tale/Legend/Fairytale'],['Live Action'],['Historical Fiction'],"['France', 'United Kingdom', 'United States']",75763814.0
2562,Gun Shy,['R'],['Mafia'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],1638202.0
2563,Girlfight,['R'],['Boxing'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],1523941.0
2564,La otra conquista,['R'],['Religious'],['Original Screenplay'],['Live Action'],['Historical Fiction'],['Mexico'],886410.0
2565,The Yards,['R'],['Mafia'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],2282710.0
2566,"Me, Myself & I",['R'],['Romance'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['Australia'],565193.0
2567,Dekalog,['Not Rated'],"['TV Mini-Series', 'Religious', 'Set in Poland']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['Poland'],759898.0
2568,Time Regained,['Not Rated'],"['Non-Chronological', 'Set in Paris', 'World War I', '1910s', 'Voiceover/Narration', 'Terminal Illness', 'Deathbed', 'Prostitution', '1890s', '1900s', '1920s', 'Narcotics', 'Infidelity']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],"['France', 'Italy', 'Portugal']",468172.0
2569,Traffic,['R'],"['Crime Drama', 'Drug Trafficking', '2001 Oscars Best Picture Nominee']",['Based on TV'],['Live Action'],['Contemporary Fiction'],['United States'],208300000.0
2570,Thirteen Days,['PG-13'],"['Historical Drama', '1960s', 'Cold War', 'Set in Soviet Union', 'Nuclear War']",['Based on Real Life Events'],['Live Action'],['Dramatization'],['United States'],66554547.0
2571,Before Night Falls,['R'],"['Biography', 'LGBTQ+', 'Biographical Drama', 'Set in Cuba', '1940s', '1960s', '1980s', '1990s', 'AIDS', 'Terminal Illness', 'Writing and Writers', 'Poet', 'Autobiographical']",['Based on Fiction Book/Short Story'],['Live Action'],['Dramatization'],['United States'],8503459.0
2572,The Discreet Charm of the Bourgeoisie,['PG'],"['Farcical / Slapstick Comedy', 'Surrealism / Absurdism', 'Dream Sequence', 'Young Child Dealing with the Death of a Parent', 'Revenge', 'Friendly Ghost', 'Dysfunctional Family', 'Ensemble']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['France'],287448.0
2573,The House of Mirth,['PG'],"['Historical Drama', '1900s', 'Romance', 'Relationships Gone Wrong', 'Dysfunctional Family', 'Money Troubles', 'Infidelity', 'Inheritance', 'Suicide']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United Kingdom'],5149131.0
2574,Shadow of the Vampire,['R'],"['Vampire', 'Horror Comedy', 'Movie Business', 'False Identity', '1920s']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['United Kingdom'],8279017.0
2575,Tigerland,['R'],['Vietnam War'],['Original Screenplay'],['Live Action'],['Historical Fiction'],"['Germany', 'United States']",139500.0
2576,Harry Potter and the Sorcerer’s Stone,['PG'],"['New Guy/Girl in School', 'Boarding School', 'Secret Magic', 'IMAX: DMR']",['Based on Fiction Book/Short Story'],['Animation/Live Action'],['Fantasy'],"['United Kingdom', 'United States']",963667273.0
2577,Shrek,['PG'],"['Interspecies Romance', '3-D', '3-D - Post-production Conversion']",['Based on Fiction Book/Short Story'],['Digital Animation'],['Kids Fiction'],['United States'],491812794.0
2578,"Monsters, Inc.",['G'],"['Christmas in November', 'Family Movie', '3D Re-release', 'Monster', 'Corporate Malfeasance', 'Undercover', 'Surprise Twist', 'Kidnap', 'Rescue', '3-D', 'Exile', '3-D - Post-production Conversion']",['Original Screenplay'],['Digital Animation'],['Kids Fiction'],['United States'],560483719.0
2579,Rush Hour 2,['PG-13'],"['Buddy Cop', 'Buddy Comedy']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],347425832.0
2580,The Lord of the Rings: The Fellowship of the Ring,['PG-13'],"['Lord of the Rings', 'Visual Effects', 'Heroic Adventure', '2002 Oscars Best Picture Nominee']",['Based on Fiction Book/Short Story'],['Animation/Live Action'],['Fantasy'],"['New Zealand', 'United States']",891216824.0
2581,The Mummy Returns,['PG-13'],"['Monster', 'Treasure Hunters', 'Visual Effects', 'Mummy']",['Remake'],['Live Action'],['Fantasy'],['United States'],435040395.0
2582,Pearl Harbor,['PG-13'],"['Historical Battles', 'World War II', 'War']",['Based on Real Life Events'],['Live Action'],['Dramatization'],['United States'],449239853.0
2583,Jurassic Park III,['PG-13'],"['Animals Gone Bad', 'Visual Effects', 'Rescue', 'Animal Lead', 'Sequels Without Their Original Stars', 'Creature Feature', 'Sequels With Returning Stars']",['Based on Fiction Book/Short Story'],['Animation/Live Action'],['Science Fiction'],['United States'],365900000.0
2584,Planet of the Apes,['PG-13'],['Post Apocalypse'],['Remake'],['Live Action'],['Science Fiction'],['United States'],362211740.0
2585,Hannibal,['R'],"['Serial Killer', 'Cannibalism', 'Sex Crimes', 'Sequels Without Their Original Stars', 'Sequel With Lead Character Recast', 'Fugitive / On the Run', 'Secret Identity', 'Revenge', 'Corrupt Cops', 'Police Procedural', 'Psychological Horror']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],350100280.0
2586,Ocean's Eleven,['PG-13'],"['Heist', 'Crime Caper']",['Remake'],['Live Action'],['Contemporary Fiction'],['United States'],450728529.0
2587,The Fast and the Furious,['PG-13'],"['Street Racing', 'Visual Effects', 'Action Thriller']",['Based on Factual Book/Article'],['Live Action'],['Contemporary Fiction'],['United States'],206458372.0
2588,Lara Croft: Tomb Raider,['PG-13'],"['Treasure Hunters', 'Visual Effects']",['Based on Game'],['Live Action'],['Contemporary Fiction'],"['United Kingdom', 'United States']",273330185.0
2589,Dr. Dolittle 2,['PG'],['Talking Animals'],['Remake'],['Live Action'],['Kids Fiction'],['United States'],176101721.0
2590,Spy Kids,['PG'],"['Kid Spies', 'Rescue', 'Secret Agent', 'Surprise Twist', 'TV Industry', 'Mad Scientist', 'Robot']",['Original Screenplay'],['Live Action'],['Kids Fiction'],['United States'],197692062.0
2591,The Princess Diaries,['G'],"['Prince/Princess', 'Tween', 'Royalty', 'Family Movie', 'Ugly Duckling']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],165334774.0
2592,The Others,['PG-13'],"['Surprise Twist', 'World War II', 'Haunting', 'Murder - Suicide', 'Mental Illness', 'Religious', '1940s', 'Supernatural', 'Supernatural Horror']",['Original Screenplay'],['Live Action'],['Historical Fiction'],"['France', 'Italy', 'Spain', 'United States']",207784007.0
2593,Legally Blonde,['PG-13'],"['College', 'Epilogue', 'Fraternity/Sorority']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],141809235.0
2594,America's Sweethearts,['PG-13'],"['Movie Business', 'Romance']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],160648493.0
2595,Cats & Dogs,['PG'],['Talking Animals'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['Australia', 'United States']",200700000.0
2596,Save the Last Dance,['PG-13'],"['Performing Arts', 'Dancing', 'Sports Drama']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],122244329.0
2597,Vanilla Sky,['R'],"['Faulty Memory', 'Foreign-Language Remake', 'Remake', 'Remake with Returning Cast Member']",['Remake'],['Live Action'],['Contemporary Fiction'],['United States'],202726605.0
2598,Artificial Intelligence: AI,['PG-13'],"['Robot', 'Voiceover/Narration', 'Artificial Intelligence', 'Living Toys', 'Medical and Hospitals', 'Dysfunctional Family', 'Prostitution', 'Post Apocalypse', 'Coming of Age', 'Coming-of-Age Drama']",['Based on Fiction Book/Short Story'],['Animation/Live Action'],['Science Fiction'],['United States'],235900000.0
2599,Training Day,['R'],"['Corrupt Cops', 'Film Noir', 'Hood Film', 'Crime Thriller']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],104505352.0
2600,Along Came a Spider,['R'],"['Serial Killer', 'Kidnap', 'Surprise Twist', 'Crime Thriller', 'Celebrity Worship', 'Writing and Writers', 'Washington, D.C.']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],105159085.0
2601,Bridget Jones's Diary,['R'],['Romance'],['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United Kingdom'],272595053.0
2602,Scary Movie 2,['R'],"['Spoof', 'Religious', 'Possessed', 'Haunting', 'College', 'LGBTQ+', 'Living Toys', 'Exorcism', 'Horror Comedy']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],141189101.0
2603,The Score,['R'],"['Heist', 'Crime Thriller', 'Double-Crossed']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],113542091.0
2604,Swordfish,['R'],"['Non-Chronological', 'Internet', 'Action Thriller', 'Hackers', 'Terrorism', 'FBI', 'Hostage', 'Bank Robbery', 'Heist']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],147080413.0
2605,Shallow Hal,['PG-13'],"['Fat Suit', 'Romance']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],70836296.0
2606,The Mexican,['R'],"['Action Adventure', 'Smuggler', 'Organized Crime', 'Kidnap', 'Double-Crossed', 'Hitmen']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],145238250.0
2607,Down to Earth,['PG-13'],"['Reincarnation', 'Car Accident', 'Relationships Gone Wrong', 'Hitmen', 'Romance', 'Supernatural']",['Remake'],['Live Action'],['Contemporary Fiction'],['United States'],71172251.0
2608,Spy Game,['R'],"['Action Thriller', '1990s', 'C.I.A.', '1970s', 'Non-Chronological', 'Romance']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['United Kingdom', 'United States']",143049560.0
2609,The Wedding Planner,['PG-13'],['Romance'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],94728529.0
2610,Moulin Rouge,['PG-13'],"['Writing and Writers', 'Romance', 'Terminal Illness', ""Writer's Block"", 'Mistaken Identity', 'Relationships Gone Wrong', 'Intentionally Anachronistic', '2002 Oscars Best Picture Nominee']",['Original Screenplay'],['Live Action'],['Historical Fiction'],"['Australia', 'United States']",179199536.0
2611,The Animal,['PG-13'],"['Farcical / Slapstick Comedy', 'Police life', 'Mad Scientist', 'Scientific Experiment Gone Awry', 'Surprise Twist']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],55762229.0
2612,Don’t Say a Word,['R'],"['Kidnap', 'Crime Thriller', 'Heist', 'Double-Crossed', 'No Honor Among Thieves', 'Faulty Memory', 'Mental Illness']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],"['Australia', 'United States']",104488383.0
2613,Behind Enemy Lines,['PG-13'],"['Action Thriller', 'Behind Enemy Lines', 'Genocide', 'Crimes Against Humanity', 'War Crimes', 'Fugitive / On the Run']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['United States'],58855732.0
2614,Blow,['R'],"['Biography', 'Narcotics', 'Biographical Drama']",['Based on Fiction Book/Short Story'],['Live Action'],['Dramatization'],['United States'],83282296.0
2615,Enemy at the Gates,['R'],"['Historical Battles', 'War', 'War Drama']",['Based on Real Life Events'],['Live Action'],['Historical Fiction'],['Germany'],96971293.0
2616,K-PAX,['PG-13'],"['Mystery Drama', 'Mental Illness', 'Mental Hospital']",['Based on Fiction Book/Short Story'],['Live Action'],['Science Fiction'],"['Germany', 'United Kingdom', 'United States']",64978140.0
2617,Serendipity,['PG-13'],"['Romance', 'Christmas', 'Fate or Destiny', 'Voiceover/Narration', 'Relationships Gone Wrong', 'Wedding Day', 'Musicians']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],77477297.0
2618,Ali,['R'],"['Biography', 'Boxing', 'African Americans', 'Biographical Drama']",['Based on Real Life Events'],['Live Action'],['Dramatization'],['United States'],87683966.0
2619,Zoolander,['PG-13'],"['Fashion', 'Gratuitous Cameos', 'Frat Pack', 'Buddy Comedy', 'Models']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],60780981.0
2620,Domestic Disturbance,['PG-13'],"['Psychological Thriller', 'Relationships Gone Wrong', 'Death of a Partner', 'Unbelieving Police', 'Kidnap', 'Troubled Pregnancy or Miscarriage', 'Adult Child of Divorce']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],54207112.0
2621,Thirteen Ghosts,['R'],"['Inheritance', 'Surprise Twist', 'Haunting', 'Supernatural Horror', 'Supernatural', 'Psychics', 'Friendly Ghost', 'Serial Killer']",['Remake'],['Live Action'],['Fantasy'],"['Canada', 'United States']",68467960.0
2622,Bandits,['PG-13'],"['Life on the Outside', 'Crime Caper', 'Crime Comedy', 'Heist', 'Prison Break', 'Romance', 'Love Triangle', 'Relationships Gone Wrong', 'Fugitive / On the Run', 'One Last Job', 'Surprise Twist', 'Faked Death']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],71523271.0
2623,Heartbreakers,['PG-13'],"['Confidence Men', 'Crime Comedy', 'Dysfunctional Family', 'Romance', 'Relationships Gone Wrong', 'Double-Crossed']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],57753825.0
2624,Hardball,['PG-13'],"['Baseball', 'Hood Film', 'Sports Drama', 'Gambling', 'Money Troubles', 'Addiction', 'Underdog', 'Inspirational Coach', 'Bad Role Models']",['Based on Factual Book/Article'],['Live Action'],['Dramatization'],"['Germany', 'United States']",43728560.0
2625,Evolution,['PG-13'],"['Action Comedy', 'Alien Invasion', 'Firefighter', 'Discredited Scientist', 'Centers for Disease Control and Prevention (CDC)']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],98341932.0
2626,Jeepers Creepers,['R'],"['Road Trip', 'Demons', 'Scene in End Credits', 'Unbelieving Police', 'Supernatural Horror', 'Supernatural']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['Germany', 'United States']",58939035.0
2627,A Beautiful Mind,['PG-13'],"['Biography', 'Surprise Twist', 'Mental Illness', 'Academics', 'War', 'Hallucinations', 'Oscars Best Picture Winner', 'Biographical Drama', '2002 Oscars Best Picture Nominee']",['Based on Factual Book/Article'],['Live Action'],['Dramatization'],['United States'],317668058.0
2628,Not Another Teen Movie,['R'],"['Spoof', 'Farcical / Slapstick Comedy']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],62401343.0
2629,See Spot Run,['PG'],['Animal Lead'],['Original Screenplay'],['Live Action'],['Kids Fiction'],['United States'],43057552.0
2630,Driven,['PG-13'],"['Auto Racing', 'Sports Action', 'Rookie', 'Professional Rivalry', 'Gratuitous Cameos']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['Australia', 'Canada', 'United States']",54616869.0
2631,Final Fantasy: The Spirits Within,['PG-13'],"['Development Hell', 'Motion Capture Performance']",['Based on Game'],['Digital Animation'],['Science Fiction'],['United States'],85131830.0
2632,Black Knight,['PG-13'],['Time Travel'],['Original Screenplay'],['Live Action'],['Kids Fiction'],['United States'],33422806.0
2633,From Hell,['R'],"['Serial Killer', 'Prostitution', 'Independent/Other Comics', 'Psychics', 'Police Detective', '1880s', 'Set in London', 'Death of a Spouse or Fiancée / Fiancé', 'Conspiracy Theory', 'Romance', 'Shadowy Organization', 'Royalty', 'Mistaken Identity', 'Psychological Thriller']",['Based on Comic/Graphic Novel'],['Live Action'],['Historical Fiction'],['United States'],68712365.0
2634,Kate and Leopold,['PG-13'],"['Time Travel', 'Romance']",['Original Screenplay'],['Live Action'],['Fantasy'],['United States'],70937778.0
2635,Jay and Silent Bob Strike Back,['R'],"['Gratuitous Cameos', 'Breaking the Fourth Wall', 'Fugitive / On the Run', 'Farcical / Slapstick Comedy', 'Heist', 'Terrorism', 'Animal Rights', 'Falsely Accused', 'Revenge', 'Epilogue', 'Set in Hollywood', 'Movie Business', 'Narcotics']",['Spin-Off'],['Live Action'],['Contemporary Fiction'],['United States'],33762400.0
