,Title,MPAA Rating,Keywords,Source,Production method,Creative type,Countries,Total original B.O
2636,Double Take,['PG-13'],"['Action Comedy', 'Confidence Men', 'White Collar Crime', 'Corporate Malfeasance', 'Organized Crime', 'C.I.A.', 'Drug Cartels', 'FBI', 'Undercover', 'Fired', 'Rogue Agent', 'Surprise Twist', 'False Identity', 'Corrupt Cops']",['Remake'],['Live Action'],['Contemporary Fiction'],['United States'],29823162.0
2637,Riding in Cars with Boys,['PG-13'],"['Coming of Age', 'Teenage Mom', 'Coming-of-Age Drama', 'Single Parent', 'Relationships Gone Wrong', 'Dysfunctional Family', 'Addiction', '1960s', '1980s', 'Writing and Writers']",['Based on Real Life Events'],['Live Action'],['Dramatization'],['United States'],29781453.0
2638,The Brothers,['R'],"['Comedy Drama', 'Relationships Gone Wrong']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],27958191.0
2639,Someone Like You,['PG-13'],"['Relationship Advice', 'Romance']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],38684906.0
2640,Joe Dirt,['PG-13'],"['Farcical / Slapstick Comedy', 'Road Trip', 'Poverty', 'Search for Birth Parent', 'Abandoned Child', 'Dysfunctional Family']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],30987695.0
2641,Crocodile Dundee in Los Angeles,['PG'],"['Set in Los Angeles', 'Heist']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],39393111.0
2642,Memento,['R'],"['Non-Chronological', 'Revenge', 'Mental Illness', 'Faulty Memory', 'Film Noir', 'Psychological Thriller']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],39719431.0
2643,Captain Corelli's Mandolin,['R'],"['Romantic Drama', 'Romance', 'World War II', 'Set in Greece', 'Romeo and Juliet Romance', '1940s']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],"['France', 'United Kingdom', 'United States']",62097495.0
2644,Sweet November,['PG-13'],"['Romantic Drama', 'Romance', 'Terminal Illness', 'Cancer']",['Remake'],['Live Action'],['Contemporary Fiction'],['United States'],65754228.0
2645,15 Minutes,['R'],"['Crime Thriller', 'Serial Killer', 'Media Circus', 'Celebrity Worship', 'Police Detective', 'No Honor Among Thieves', 'Prostitution', 'Tabloid Journalism']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['Germany', 'United States']",56331864.0
2646,How High,['R'],"['Hood Film', 'Stoner Comedy', 'Delayed Adulthood', 'Friendly Ghost', 'Death of a Best Friend', 'College', 'Revenge', 'Romance']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],31222395.0
2647,Angel Eyes,['R'],"['Romance', 'Romantic Drama', 'Faulty Memory', 'Mental Illness', 'PTSD', 'Car Accident', 'Death of a Son or Daughter', 'Death of a Spouse or Fiancée / Fiancé', 'Dysfunctional Family', 'Domestic Abuse', 'Police Detective', 'Anger Management Issues']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],29544532.0
2648,Corky Romano,['PG-13'],"['Mafia', 'Undercover', 'Farcical / Slapstick Comedy', 'Crime', 'Dysfunctional Family', 'Veterinarian', 'FBI']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],25116103.0
2649,Heist,['R'],"['Heist', 'Film Noir', 'Crime Drama', 'Crime', 'No Honor Among Thieves']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['Canada', 'United States']",28906817.0
2650,The Majestic,['PG'],"['Romantic Drama', 'Romance', 'Faulty Memory', 'Car Accident', 'Life in a Small Town', 'Blacklisted', '1950s', 'Commies', 'Red Scare', 'Mistaken Identity']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['United States'],37306334.0
2651,Kingdom Come,['PG'],"['Funeral Reunions', 'African Americans', 'Family Comedy', 'Dysfunctional Family', 'Novel or Other Work Adapted by Author']",['Based on Play'],['Live Action'],['Contemporary Fiction'],['United States'],23393939.0
2652,Joy Ride,['R'],"['Road Trip', 'Action Thriller', 'Prank Gone Wrong', 'Revenge', 'Kidnap', 'Rescue']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],22204890.0
2653,The Royal Tenenbaums,['R'],"['Dysfunctional Family', 'Terminal Illness', 'Child Prodigy', 'Ensemble', 'Black Comedy']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],71430876.0
2654,Valentine,['R'],"['Slasher Horror', '1980s', 'Prologue', 'Framed', 'Sex Crimes', 'Surprise Twist', 'False Identity', 'Revenge']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],20384136.0
2655,Joe Somebody,['PG'],"['Comedy Drama', 'Single Parent', 'Bullies', 'Corporate Life', 'Romance']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],24515990.0
2656,The Pledge,['R'],"['Film Noir', 'Crime Thriller', 'Murdered Child', 'Police Detective', 'False Confession', 'Suicide', 'Car Accident', 'Romance', 'Relationships Gone Wrong', 'Epilogue']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],29406132.0
2657,Saving Silverman,['R'],"['Farcical / Slapstick Comedy', 'Romance', 'Relationships Gone Wrong', 'Emotional Abuse', 'Kidnap', 'Wedding Day', 'Wedding Day Disasters', 'LGBTQ+']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],25873142.0
2658,The Last Castle,['R'],"['Action Thriller', 'Prison', 'Cruel Wardens or Prison Guards']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],20541668.0
2659,The Glass House,['PG-13'],"['Psychological Thriller', 'Young Child Dealing with the Death of a Parent', 'Unexpected Families', 'Doctors', 'Addiction', 'Drug Overdose', 'Suicide', 'Death of a Spouse or Fiancée / Fiancé', 'Money Troubles', 'Loan Shark', 'Inheritance', 'Unbelieving Police', 'Child Protective Services']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],22861785.0
2660,Le Fabuleux destin d'Amélie Poulain,['R'],"['Romantic Comedy', 'Romance', '1970s', 'Medical and Hospitals', 'Home Schooled', 'Ensemble', '1990s']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['France', 'Germany']",174195760.0
2661,Pokemon 3: The Movie,['G'],"['Toy Adaptations', 'Anime']",['Based on TV'],['Hand Animation'],['Kids Fiction'],['Japan'],68452128.0
2662,Rock Star,['R'],"[""Rock 'n' Roll"", 'Musicians', '1980s', 'Life Drama', 'Set in Pittsburgh, PA', 'Big Break', 'On Tour', 'Scene in End Credits', 'Romance', 'Relationships Gone Wrong']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],19317765.0
2663,Original Sin,['R'],"['Surprise Twist', 'Mail Order Bride', 'Erotic Thriller', '1890s', 'Non-Chronological', 'Remake', 'Foreign-Language Remake', 'Set in Cuba', 'Relationships Gone Wrong', 'Romance', 'Stolen Identity', 'Confidence Men', 'Criminal Falling in Love with their Mark']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['France'],16521410.0
2664,O (Othello),['R'],"['Modern Adaptation', 'Voiceover/Narration', 'Dysfunctional Family', 'Basketball', 'Romance', 'Relationships Gone Wrong', 'Revenge', 'Suicide', 'Bullies', 'Narcotics', 'Boarding School', 'Hallucinations', 'Bigotry', 'Romantic Drama']",['Based on Play'],['Live Action'],['Contemporary Fiction'],['United States'],16017403.0
2665,3000 Miles to Graceland,['R'],"['Action Comedy', 'Crime', 'Heist', 'Set in Las Vegas', 'Elvis Impersonators', 'No Honor Among Thieves', 'Faked Death', 'Romance', 'Relationships Gone Wrong', 'Kidnap', 'Rescue', 'Double-Crossed']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],18708848.0
2666,Life as a House,['R'],"['Dysfunctional Family', 'Family Drama', 'Cancer', 'Terminal Illness', 'Fired', 'Architecture']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],23889158.0
2667,Josie and the Pussycats,['PG-13'],"['Live Action Cartoon', ""Rock 'n' Roll"", 'Farcical / Slapstick Comedy', 'Music Industry']",['Based on TV'],['Live Action'],['Contemporary Fiction'],['United States'],14307223.0
2668,Out Cold,['PG-13'],"['Sports Comedy', 'Relationships Gone Wrong', 'Spoof', 'Ensemble', 'Skiing', 'Slobs vs. Snobs']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],14786394.0
2669,Osmosis Jones,['PG'],"['Tiny Worlds', 'Medical and Hospitals', 'Buddy Cop']",['Original Screenplay'],['Animation/Live Action'],['Kids Fiction'],['United States'],13596911.0
2670,Tomcats,['R'],"['Sex Comedy', 'Money Troubles', 'Relationships Gone Wrong', 'Romance', 'Gambling', 'Revenge']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],13558739.0
2671,Sugar and Spice,['PG-13'],"['Teenage Mom', 'Heist', 'Cheerleaders', 'Crime Comedy']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],16880799.0
2672,The Wash,['R'],"['Money Troubles', 'African Americans', 'Ensemble', 'Gratuitous Cameos', 'Fantasy Sequence', 'Narcotics', 'Fired', 'Kidnap', 'Revenge', 'Buddy Comedy', 'Directing Yourself']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],10097096.0
2673,The Deep End,['R'],"['LGBTQ+', 'Film Noir', 'Crime', 'Crime Thriller', 'February / May Romance', 'Relationships Gone Wrong', 'Accidental Death', 'Blackmail']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],9981635.0
2674,John Carpenter’s Ghosts of Mars,['R'],"['Set on Mars', 'Action Horror', 'Non-Chronological', 'Haunting', 'Supernatural', 'Possessed']",['Original Screenplay'],['Live Action'],['Science Fiction'],['United States'],8434601.0
2675,Bones,['R'],"['Supernatural Horror', 'Supernatural', '1970s', 'Prologue', 'Corrupt Cops', 'Non-Chronological', 'Revenge', 'Romance', 'Narcotics', 'Night Club']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],8378853.0
2676,The Man Who Wasn't There,['R'],"['Film Noir', 'Crime Drama', 'Retro Black and White', 'Voiceover/Narration', '1940s', 'Set in California', 'Relationships Gone Wrong', 'Infidelity', 'Blackmail', 'Life in a Small Town', 'White Collar Crime', 'Killing in Self Defence', 'Suicide', 'Pregnant Women', 'In-Laws / Future In-Laws', 'Death Row', 'Lawyers']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['United States'],21494849.0
2677,Sexy Beast,['R'],"['Film Noir', 'Crime Drama', 'Retirement', 'Out of Retirement', 'Heist', 'No Honor Among Thieves', 'One Last Job']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United Kingdom'],10158354.0
2678,Le Placard,['R'],"['LGBTQ+', 'Farcical / Slapstick Comedy', 'Mistaken for Gay', 'Dysfunctional Family']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['France'],6671454.0
2679,One Night at McCool's,['R'],['Film Noir'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],13441957.0
2680,Megiddo: Omega Code 2,['PG-13'],"['Action Thriller', 'Faith-Based Film', 'Demons', 'End of the World', 'Political', 'Framed', 'Fugitive / On the Run', 'War']",['Based on Religious Text'],['Live Action'],['Fantasy'],['United States'],6047691.0
2681,Mulholland Drive,['R'],"['Mafia', 'LGBTQ+', 'Film Noir', 'Faulty Memory', 'Psychological Thriller', 'Movie Business', 'Hallucinations', 'Car Accident', 'Romance', 'Relationships Gone Wrong', 'Surprise Twist']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['France', 'United States']",20780568.0
2682,Say It Isn't So,['R'],"['Black Comedy', 'Romance', 'Relationships Gone Wrong', 'Wedding Day', 'Wedding Day Disasters', 'Presumed Dead', 'Dysfunctional Family', 'Famously Bad']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],5516708.0
2683,Monkeybone,['PG-13'],"['Black Comedy', 'Car Accident', 'Coma', 'Writing and Writers', 'Artists', 'Possessed', 'Romance', 'Imaginary Character', 'Cult Movie']",['Based on Comic/Graphic Novel'],['Animation/Live Action'],['Fantasy'],['United States'],5409517.0
2684,Amores Perros,['R'],"['Life Drama', 'Car Accident', 'Love Triangle', 'Dysfunctional Family', 'Domestic Abuse', 'Relationships Gone Wrong', 'Animal Abuse', 'The Other Woman', 'Models', 'Paralysis / Loss of a Limb', 'Wheelchair User', 'Hitmen', 'Animal Lead', 'Segments']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['Mexico'],20883834.0
2685,Made,['R'],"['Crime Comedy', 'Organized Crime', 'Mafia', 'Boxing', 'Money Troubles', 'Strippers / Stripping', 'No Honor Among Thieves', 'Set in New York City', 'Set in New York', 'Infidelity', 'Unexpected Families', 'Epilogue', 'Directing Yourself', 'Screenplay Written By the Star']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],5476060.0
2686,Just Visiting,['PG-13'],"['Time Travel', 'Action Comedy', 'Remake', 'Foreign-Language Remake', 'Director Remaking Their Own Movie', 'Same Actor, Multiple Roles', 'Romance', 'Relationships Gone Wrong']",['Based on Movie'],['Live Action'],['Fantasy'],['France'],16172200.0
2687,On the Line,['PG'],['Romance'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],16222303.0
2688,The Shipping News,['R'],"['Dysfunctional Family', 'Voiceover/Narration', 'Unexpected Pregnancy', 'Relationships Gone Wrong', 'Single Parent', 'Infidelity', 'Human-Trafficking', 'Adopted Family', 'Dream Sequence', 'Non-Chronological', 'Investigative Journalist', 'Newspaper Industry', 'Young Child Dealing with the Death of a Parent', 'Learning Disabilities', 'Death of a Spouse or Fiancée / Fiancé', 'Troubled Pregnancy or Miscarriage', 'Life in a Small Town', 'Crime Drama']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],"['Canada', 'United States']",24405825.0
2689,In the Bedroom,['R'],"['Surprise Twist', 'Crime Drama', 'Divorcée Romance', 'Domestic Abuse', 'Relationships Gone Wrong', 'Death of a Son or Daughter', 'Revenge', '2002 Oscars Best Picture Nominee']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],['United States'],42137871.0
2690,Left Behind,['PG-13'],"['Rapture', 'Faith-Based Film', 'Famously Bad', 'Faith-Based Drama', 'End of the World']",['Based on Fiction Book/Short Story'],['Live Action'],['Fantasy'],['United States'],4224065.0
2691,Pootie Tang,['PG-13'],"['Action Comedy', 'Prologue', 'Story within a Story', 'Cult Movie', 'Spoof', 'Blaxploitation']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],3293258.0
2692,Hedwig and the Angry Inch,['R'],"['Cross-Dressing', 'LGBTQ+']",['Based on Musical or Opera'],['Live Action'],['Contemporary Fiction'],['United States'],3740030.0
2693,Kabhi Khushi Kabhie Gham,['Not Rated'],"['Bollywood', 'Family Drama', 'Dysfunctional Family', 'Romance', 'Cross-Class Romance', 'Arranged Marriage', 'Father’s Footsteps', 'Adopted Family', 'Ensemble', 'Family Reunion', 'Disowned']",['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['India'],26372000.0
2694,Gosford Park,['R'],"['Dinner Party', 'Upstairs / Downstairs', 'Murder Mystery', 'Comedy Drama', 'Sex Crimes', 'Young Child Dealing with the Death of a Parent', 'Dysfunctional Family', 'Adopted Family', 'Satire', 'Ensemble', '2002 Oscars Best Picture Nominee']",['Original Screenplay'],['Live Action'],['Historical Fiction'],"['Italy', 'United Kingdom', 'United States']",58271886.0
2695,Novocaine,['R'],['Film Noir'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],2522928.0
2696,L.I.E.,['Open'],['LGBTQ+'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['United States'],1140965.0
2697,Lagaan,['PG'],"['Bollywood', 'Cricket']",['Original Screenplay'],['Live Action'],['Historical Fiction'],['India'],835767.0
2698,The Other Side of Heaven,['PG'],"['Religious', 'Faith-Based Drama', '1950s', 'Mormons', 'Missionary']",['Based on Factual Book/Article'],['Live Action'],['Dramatization'],['United States'],4720371.0
2699,Dayereh,['Not Rated'],['Foreign Language'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],"['Islamic Republic of Iran', 'Italy', 'Switzerland']",683509.0
2700,Texas Rangers,['PG-13'],"['Voiceover/Narration', 'Prologue', 'Special Ops', 'Terminal Illness', 'Organized Crime', 'Inspired by a True Story']",['Based on Fiction Book/Short Story'],['Live Action'],['Historical Fiction'],['United States'],623374.0
2701,My First Mister,['R'],['Terminal Illness'],['Original Screenplay'],['Live Action'],['Contemporary Fiction'],['Germany'],621377.0
2702,Black Hawk Down,['R'],['Rescue'],['Based on Fiction Book/Short Story'],['Live Action'],['Dramatization'],['United States'],159691085.0
2703,Bully,['R'],"['Bullies', 'Revenge', 'LGBTQ+', 'Prostitution', 'Sex Crimes', 'Based on an UNTRUE Story']",['Based on Fiction Book/Short Story'],['Live Action'],['Contemporary Fiction'],"['France', 'United Kingdom', 'United States']",1381824.0
